sentence_index,num_bytes,num_patches,avg_patch_length,mean_entropy,min_entropy,max_entropy,text_preview
42381,801,94,8.52,0.4316,0.0002,3.1997,देव कोण आहे हे आपण जाणले पाहिजे येशूने कोणती महान सार्वजनिक सेवा पार पाडली भारत 
42382,1144,120,9.53,0.402,0.0002,3.267,पाकिस्तानचे पंतप्रधान इम्रान खान यांनी पुन्हा एकदा भारताचे पंतप्रधान नरेंद्र मोद
42383,1011,140,7.22,0.5152,0.0002,3.267,मित्रहो बंगालचे सुपुत्र डॉक्टर मुखर्जी यांनी देशात औद्योगीकरणाचा पाया रचला याकरत
42384,712,82,8.68,0.4493,0.0002,3.267,आपणही कधीकधी चुकतो प्रवाशांच्या बॅगेतून दोन आंबे चोरल्याप्रकरणी दुबई आंतरराष्ट्र
42385,1011,127,7.96,0.4683,0.0002,3.2261,“अंतर्गत सुरक्षा आणि अन्य सहा विधेयकांच्या संदर्भात आमच्यामध्ये सैद्धांतिक सहमती
42386,776,99,7.84,0.4635,0.0002,3.2423,शिवसेनेने राज्यात काँग्रेस आणि राष्ट्रवादी काँग्रेससोबत महाविकास आघाडी सरकार स्थ
42387,1100,126,8.73,0.4316,0.0002,3.1869,तसेच पारंपरिक व्याकरणाच्या मूल्यमापनाला विरोध करुन ऐतिहासिक दृष्टिकोणापेक्षा एकक
42388,915,108,8.47,0.4328,0.0002,3.2204,सीएए एनआरसी कायदा नागरिकत्व देण्यासाठी आहे कोणाचेही नागरिकत्व हिरावून घेण्यासाठी
42389,1520,183,8.31,0.4738,0.0001,3.1996,यहो १८ ७ गणना १८ २० च्या संदर्भावरून दिसून येते की यामुळे ते दरिद्री बनले नाहीत 
42390,1069,136,7.86,0.473,0.0002,3.2324,इच्छुक उमेदवारांनी मान्यता प्राप्त विद्यापीठातून कमीत कमी ६० टक्क्यांसह पदवी मिळ
42391,977,137,7.13,0.5057,0.0002,3.2046,त्या वेळी नांगर वगैरे अवजारे ट्रॅक्टराला तारदोरांनी जोडीत असत जर अस कुणी दमदाटी 
42392,1146,135,8.49,0.4436,0.0002,3.2082,मुंबईत टोळधाड येणार असल्याचे मॅसेज व्हिडीओ सोशल मीडियावर फिरत आहे पुढील वर्षांत 
42393,1289,158,8.16,0.4643,0.0002,3.2089,शोभा करंदलाजे या कर्नाटकच्या उडुपी चिकमंगळूरु येथील लोकसभा खासदार आहेत यावेळी ना
42394,743,91,8.16,0.4405,0.0002,3.267,या भूकंपाने नेपाळसह उत्तर भारतातील जमीनही खचली आहे बागेत फिरतांना त्याच्या चेहऱ्
42395,777,92,8.45,0.4428,0.0002,3.2028,भारतीय क्रिकेट संघाचा माजी कर्णधार आणि सध्याचा बीसीसीआयचा अध्यक्ष सौरव गांगुलीला
42396,1353,165,8.2,0.4492,0.0002,3.1993,या बैठकीला मुख्यमंत्री देवेंद्र फडणवीस यांच्यासहित चंद्रकांत पाटील गिरीश महाजन स
42397,655,84,7.8,0.485,0.0002,3.2396,यात महिलांवरचे अत्याचार खून लाचखोरी इत्यादींचा समावेश आहे शरद ऋतूपर्यंत लोकांना 
42398,1307,178,7.34,0.4752,0.0001,3.267,हे संमेलन आणि तुकडोजी महाराज साहित्य संमेलन तसेच राष्ट्रसंत विचार साहित्य संमेलन
42399,725,93,7.8,0.4699,0.0002,3.267,सन्माननीय आचरणाने यहोवाचे गौरव करा ८ १५ या तक्रारीच्या आधारे पोलिसांनी तनुश्रीवि
42400,1543,186,8.3,0.4492,0.0002,3.267,या दृष्टान्तातील बी पेरणे हे प्रचाराच्या व शिष्य बनवण्याच्या कार्याला सूचित करत 
42401,1162,112,10.38,0.3825,0.0002,3.2591,पोलिसांच्या माहितीनुसार अक्षतच्या कुटुंबीयांकडे त्याचा मृतदेह सुपूर्द करण्यात आल
42402,1027,107,9.6,0.3883,0.0002,3.2339,जखमींना जवळील रुग्णालयात दाखल केले असून जखमींवर उपचार सुरु असल्याची माहिती समोर 
42403,696,87,8.0,0.4749,0.0002,3.195,आर्थिक पर्याय निवडताना मला काय लक्ष देणे आवश्यक आहे सातताल हे भारताच्या उत्तराखं
42404,939,115,8.17,0.4694,0.0002,3.267,अमेरिका हा याला संभाव्य अपवाद आहे कारण जगभरातले संपत्तीधारक अजूनही डॉलरला गुंतवण
42405,946,121,7.82,0.4451,0.0002,3.267,पण शासनाकडून निधीची अडवणूक झाल्याने तेही हतबल होते चाहत्यांच्या संपर्कात राहण्या
42406,1210,136,8.9,0.4161,0.0002,3.2445,या प्रकरणात पीडित मुलीसह तिची आई आणि आजोबा फितूर झाले होते दरम्यान राष्ट्रवादीच्
42407,1187,150,7.91,0.4757,0.0002,3.2093,या क्षेत्रात महिलांचे प्रमाण अत्यंत कमी असते मित्रांनो प्रसिद्ध जर्मन तत्वज्ञ शो
42408,1117,122,9.16,0.4202,0.0002,3.267,यशया २ ४ योहान १७ १६ १८ ३६ इतर प्रसंगी ख्रिश्‍चनांना सरकारच्या मागण्या पूर्ण करण
42409,821,88,9.33,0.4226,0.0002,3.1869,योसेफाचे भाऊ त्यांजकडे गेले व ते त्याच्या पाया पडले मग ते म्हणाले “आम्ही आपले दा
42410,736,98,7.51,0.4712,0.0001,3.2034,तर काँग्रेस अध्यक्षा सोनिया गांधी यांनी आजचा दिवस भारतीय लोकशाहीसाठी काळा दिवस अ
42411,1225,153,8.01,0.456,0.0002,3.1918,तर द्रमुक नेते एम के स्टॅलिन तमिळनाडूचे उपमुख्यमंत्री पनीरसेल्वम यांना केंद्र सर
42412,831,107,7.77,0.4652,0.0002,3.2469,काही प्रमाणात जर्मनीचे भवितव्य इतर राष्ट्रांनीच ठरवले एक महिला गंभीर असून तिच्या
42413,902,109,8.28,0.4566,0.0002,3.267,यात काळा गोल्ड रोज गोल्ड आणि ब्लू अशा रंगांचे पर्याय आहेत काँग्रेस अध्यक्ष सोनिय
42414,931,115,8.1,0.4439,0.0002,3.267,करण जोहर हा आपली मुलगी सुहानाचा गॉडफादर आहे असे शाहरुख खानची पत्नी गौरीने म्हटले
42415,1342,163,8.23,0.4595,0.0002,3.267,अलिकडेच झालेल्या आयबीएसएफ जागतिक स्नूकर अजिंक्यपद स्पर्धेत 18 वे जागतिक अजिंक्यप
42416,726,76,9.55,0.4082,0.0002,3.1869,यातच दिल्लीचे मुख्यमंत्री आणि आम आदमी पार्टीचे नेते अरविंद केजरीवाल यांनी दिल्ली
42417,654,88,7.43,0.4835,0.0002,3.2004,पण अजून स्पष्ट झाले नाही की ते कशा पद्धतीने काम करते आम्ही आमच्या आमदारांना कुठे
42418,716,92,7.78,0.4714,0.0002,3.2167,तसेच हा हिंदूमुस्लिम यांच्यातील वादाचा सुद्धा मुद्दा नाही दृष्टान्तात यहेज्केलान
42419,788,91,8.66,0.4455,0.0002,3.1869,तिला ट्रॉफी आणि 50 लाख प्राईज मनी मिळाले होते यामुळे काही ठरावीक महाविद्यालयांमध
42420,779,84,9.27,0.4073,0.0002,3.1869,याप्रकरणी गोळावली धनगरवाडय़ावरील तिघांना अटक करण्यात आली आहे जम्मू काश्मीरः जम्मू
42421,856,113,7.58,0.4796,0.0002,3.267,प्रेम सोफिया ज्ञान fileo टर्म तत्त्वज्ञान इतिहास इतर शब्दात ग्रीक मुळे आणि शहाणप
42422,614,85,7.22,0.4934,0.0002,3.267,त्याशिवाय आज शौचालय बनविण्यासाठी 12 हजार रुपये वेगळे दिले जात आहेत माझ्या आईनं द
42423,960,123,7.8,0.4689,0.0002,3.267,देशाचे संरक्षणमंत्री राजनाथ सिंह यांनी दुसर्‍यांदा आपला मंत्रीपदाचा कार्यभार हात
42424,1376,150,9.17,0.403,0.0002,3.1869,देशात अशा पद्धतीने एका मंत्रिमंडळात पाच उपमुख्यमंत्री असण्याची स्थिती पहिल्यांदा
42425,716,109,6.57,0.5449,0.0002,3.1918,एक वेळी तर ईयोबाने यहोवाला असेही म्हटले “तू आपले तोंड का लपवितोस लवकरच करिना बॉल
42426,1169,140,8.35,0.4805,0.0002,3.2067,आणि असे करणे योग्यच आहे कारण मानवजातीची मुख्य समस्या राजकीय नसून नैतिक आहे पोलिस
42427,748,89,8.4,0.4554,0.0002,3.2181,मोदी यांनी महिलांना 500 लाकडी चरख्यांचे वाटप देखील केले “ तुम्ही एकमेकांवर प्रीत
42428,1075,136,7.9,0.4627,0.0002,3.1949,या क्षेत्राला बळकटी दिल्यास नुकसान कमी होईल शेतीबाह्य रोजगार संधी निर्माण होतील 
42429,812,96,8.46,0.447,0.0002,3.267,आरबीआयचे माजी गव्हर्नर रघुराम राजन यांनीही अर्थव्यवस्थेबाबत चिंता व्यक्त केली आह
42430,1456,171,8.51,0.468,0.0002,3.2179,आम्ही तुम्हाला त्यांच्याशी संपर्क साधण्यास अथवा या नियतकालिकाच्या पृष्ठ २ वरील ए
42431,1020,117,8.72,0.4336,0.0002,3.1869,स्वातंत्र्य सेनानी पंजाबचे मुख्यमंत्री गृहमंत्री आणि देशाचे राष्ट्रपती अशा विविध
42432,908,86,10.56,0.3623,0.0002,3.1951,टीम महाराष्ट्र देशा राष्ट्रवादी काँग्रेसचे अध्यक्ष शरद पवार यांच्या मुंबई येथील 
42433,918,109,8.42,0.4472,0.0002,3.2004,आणि त्याने आपल्या सह ख्रिश्‍चनांना “त्या विसाव्यात येण्याचा ” आटोकाट प्रयत्न करा
42434,837,100,8.37,0.4439,0.0002,3.2215,आमच्यासोबत असलेले आमचे इतर मित्रमैत्रिणी मात्र चित्रपट पाहत राहिले अकराव्या व बा
42435,1286,192,6.7,0.5228,0.0002,3.267,अमेरिकेची ग्लोबल पोजिशनिंग सिस्टम रशियाची ग्लोनास यूरोपची गॅलीलियो चीनची बेदोऊ आ
42436,682,87,7.84,0.4632,0.0002,3.1622,१३ १४ अ यहोवा आपल्या लोकांना खुशीने पवित्र आत्मा पुरवतो याची आपण खात्री का बाळगू
42437,1129,148,7.63,0.4681,0.0002,3.1869,काही तरी करून दाखवण्यासाठी जे पुढे धावतात वेगाने धावतात निर्धारित वेळेपूर्वी करत
42438,691,69,10.01,0.3798,0.0002,3.1869,पण त्यांचे कांदबरिचा स्वर व्यवस्था विश्लेषणात्मक नसुन पात्रकेंद्रित आहे केंद्र आ
42439,836,102,8.2,0.44,0.0002,3.2043,पंतप्रधान नरेंद्र मोदी यांच्या जीवनावर आधारीत चित्रपटाचे नाव ‘पीएम नरेंद्र मोदी’
42440,1119,140,7.99,0.4672,0.0002,3.2316,युनिसेफचे पहिले सदिच्छा दूत अभिनेता आणि समाजसेवक डैनी काये यांच्या नावानं हा पुर
42441,739,90,8.21,0.4732,0.0002,3.1869,या आगीतून 25 जणांची सुटका करण्यात अग्निशमन दलाच्या जवानांना यश आले आहे लोहमार्ग 
42442,829,98,8.46,0.4555,0.0002,3.2017,त्याची दुसरी आवृत्ती नुकतीच प्रकाशित झाली आहे ऍडलेडमध्ये पहिला डेनाईट कसोटी सामन
42443,1222,142,8.61,0.4208,0.0001,3.1953,प्रगती अंतर्गत आतापर्यंत मी सुमारे 12 लाख कोटी रुपयांच्या 250 पेक्षा जास्त प्रकल
42444,1061,132,8.04,0.459,0.0002,3.267,यामध्ये तीन इंग्लंडचे दोन ऑस्ट्रेलियाचे दोन दक्षिण आफ्रिकेचे आणि एका श्रीलंकन खे
42445,1134,131,8.66,0.4426,0.0002,3.2264,तसेच वर्ल्ड कपमध्ये रोहित शर्माला चांगली साथ दिली उत्तर प्रदेशचे मुख्यमंत्री योग
42446,841,98,8.58,0.4645,0.0002,3.203,या योजनेमुळे दर्जेदार संशोधनाला चालना मिळेल त्यासोबतच विविध शिक्षणसंस्थामध्ये प्
42447,1086,120,9.05,0.4261,0.0002,3.2327,इतक्या मोठ्या लोकसंख्येने कोरोनाचा इतक्या धाडसाने सामना करणे इतक्या यशस्वी पद्धत
42448,1284,154,8.34,0.4519,0.0002,3.267,बेव्हर्ली हिल्स आंतरराष्ट्रीय पातळीवरील प्रौढांसाठीच्या प्रसिद्ध मासिकाचे म्हणजे
42449,857,101,8.49,0.4559,0.0002,3.194,ही घटना समोर आल्यानंतर दोन अधिकाऱ्यांना निलंबित करण्यात आले आहे हा उपक्रम सर्व र
42450,824,94,8.77,0.4119,0.0002,3.2783,विरोधी पक्षनेते देवेंद्र फडणवीस यांनी या प्रकारावर मुख्यमंत्री उद्धव ठाकरेंवर आर
42451,751,99,7.59,0.4682,0.0002,3.1869,पाकिस्तानमध्ये नवनियुक्त सरकारकडून आम्हाला अपेक्षा आहेत काही पारितोषिके स्थानिक 
42452,849,81,10.48,0.4004,0.0002,3.267,पोलिसांना या प्रकरणातील आरोपींची ओळख पटली असून पोलीस त्यांचा शोध घेत आहेत या रकम
42453,914,118,7.75,0.4503,0.0002,3.2326,१९९१ मध्ये भूतपूर्व सोव्हिएत युनियनपासून अर्मेनियाला स्वातंत्र्य मिळाल्यानंतर धा
42454,1203,139,8.65,0.4318,0.0002,3.3112,याप्रकरणी बंडगार्डन पोलिस ठाण्यात गुन्हा दाखल कऱण्यात आला होता शिवछत्रपती शिवाजी
42455,1364,166,8.22,0.4321,0.0002,3.2389,मात्र यातील एकाचा मृत्यू झाला असून त्याचे नाव अद्याप समजू शकलेले नाही त्याशिवाय 
42456,1102,133,8.29,0.4644,0.0002,3.267,पण एखाद्या बांधवाचं अमुक वय झाल्यानंतरच त्याला सहायक सेवक किंवा वडील म्हणून नियु
42457,1092,134,8.15,0.4724,0.0002,3.1869,श्रेष्ठपणाविषयी यहोवाचा दृष्टिकोन न समजून घेतल्यामुळे या सर्वांचा लाजिरवाण्या पद
42458,1106,123,8.99,0.435,0.0002,3.206,या धरणांचे पाणी स्थानिकांना पिण्यासाठी उपलब्ध करुन देण्याची मागणी लोकप्रतिनिधींन
42459,974,99,9.84,0.4078,0.0002,3.194,टीम इंडियाचा कर्णधार विराट कोहली सलामीवीर रोहित शर्मा व माजी कर्णधार महेंद्रसिंह
42460,824,109,7.56,0.4503,0.0002,3.267,या भीतीमुळे अभ्यास चालवण्याची आलेली संधी आपण सोडून देऊ शकतो ख्रिस गेल सॅम्युअल्स
42461,944,101,9.35,0.4148,0.0002,3.1869,त्यानं देवाचं मंदिर शुद्ध केलं लोकांच्या पापांसाठी यहोवाकडे क्षमा मागितली आणि दे
42462,776,105,7.39,0.5092,0.0002,3.2823,त्याने तब्बल 92 धावा केल्या आणि त्यासाठी त्याला फक्त 60 चेंडू बस झाले पण सोशल मि
42463,1324,164,8.07,0.4465,0.0002,3.267,रवींद्र शिसवे अतिरिक्त आयुक्त डॉ संजय शिंदे उपायुक्त बच्चनसिंह मितेश घट्टे व पुण
42464,1227,146,8.4,0.463,0.0002,3.228,केरळ सरकारच्या साक्षरता मिशनअंतर्गत साक्षरता परीक्षा पास होणारी सर्वात वयस्कर मह
42465,818,104,7.87,0.4549,0.0002,3.2332,मात्र त्यानंतर सरकारने पुन्हा याबाबत पाऊल उचलले नाही या हिंसाचाराबद्दल डाव्या सं
42466,1088,132,8.24,0.4484,0.0002,3.1971,आपण बायबलचा अभ्यास करून आपला विश्‍वास बळकट करू शकतो विद्यमान bcci अध्यक्ष आणि टी
42467,962,109,8.83,0.4177,0.0002,3.1955,हे सरकारसाठी महत्वपूर्ण आहे कारण ह्या संघटनांशी लढायला त्यांना गैर सैनिकी यंत्रा
42468,1107,127,8.72,0.4502,0.0002,3.267,परंतु स्थानिक पक्षपातळीवरून त्यांच्या प्रवेशास जोरदार विरोध होत होता जम्मूकाश्मी
42469,849,100,8.49,0.4313,0.0001,3.2056,मलेशिया श्रीलंका मॉरिशस सारख्या अनेक देशांमध्ये ही राष्ट्रीय सुट्टी आहे होशियारप
42470,1199,146,8.21,0.4289,0.0002,3.267,या कार्यक्रमाला माजी केंद्रीय कृषी मंत्री शरद पवार माजी मुख्यमंत्री नारायण राणे 
42471,1442,182,7.92,0.4655,0.0002,3.2785,माढा लोकसभा मतदासंघासाठी भाजपशिवसेना युतीचे उमेदवार रणजिंतसिंह नाईक निंबाळकर हे 
42472,1182,145,8.15,0.4534,0.0002,3.2025,तपासणी संस्थांनी अंमलात आणलेल्या प्रक्रियेची आम्ही प्रशंसा करतो आणि आम्ही त्यांच
42473,868,98,8.86,0.4714,0.0002,3.2156,प्रकाश संश्लेषणाची ही प्रक्रिया सजीव वस्तूंद्वारे वापरली जाणारी सर्व ऊर्जा प्रदा
42474,926,113,8.19,0.4608,0.0002,3.2623,हे दोन्ही आयफोन आणि अँड्राईड डिव्हाइसवर डाऊनलोड केले जाऊ शकते १८०४ अमेरिकेच्या उ
42475,1041,120,8.68,0.447,0.0002,3.2096,अपघातानंतर क्रॉसवरील रहिवाशांनी सर्व जखमींना रुग्णवाहिकेतून जिल्हा रुग्णालयात दा
42476,1178,114,10.33,0.3883,0.0002,3.267,या प्रकरणी पोलिसांनी दिल्लीतून एकाला अटक करण्यात आली आहे अटक केलेली व्यक्ती त्या
42477,1088,141,7.72,0.474,0.0002,3.267,लोकसभेत शिवसेनेने नागरिकत्व विधेयकाच्या बाजुने मतदान केल्याने काँग्रेसने नाराजी 
42478,970,124,7.82,0.4872,0.0001,3.2262,हरियाना सरकारकडून ग्रेवाल कुटुंबाला 10 लाख रुपयांची मदत आणि कुटुंबातील एका सदस्य
42479,1112,149,7.46,0.4979,0.0002,3.267,पाटलीपुत्र हे गंगेच्या काठी वसलेले नगर होते व पाटलीपुत्रला आजचे पाटणा मानतात याम
42480,1047,150,6.98,0.5324,0.0002,3.2308,दहशतवादी कारवायांना खतपाणी घालत असलेल्या शक्तींना मुळापासून संपुष्टात आणले पाहिज
42481,991,99,10.01,0.3808,0.0002,3.2185,त्यांना तात्काळ रुग्णालयात हलवण्यात आलं असून त्यांच्यावर उपचार सुरू करण्यात आल्य
42482,1275,134,9.51,0.4096,0.0002,3.2058,आम्ही भारत आणि आफ्रिकेमध्ये व्यापार तसेच गुंतवणूक यांचा ओघ वाढविण्याला सर्वोच्च 
42483,948,101,9.39,0.4019,0.0002,3.1869,१४ ४ ८ यहोवाच्या उपासकांना संरक्षण पुरवण्यात या खोऱ्‍याची महत्त्वपूर्ण भूमिका आ
42484,906,116,7.81,0.4792,0.0002,3.2414,हल्लीच भारतीय सरकारने मोबाइल व्हिडिओ कॅमेरा आणि टीव्हीवर इंपोर्ट टॅक्स वाढवला आह
42485,801,92,8.71,0.4841,0.0003,3.2209,व्हॉट्सअ‍ॅप युजर्सला मिळणार हे दोन नवीन भन्नाट फीचर्स मिळालेले डॉक्युमेंट तपासण्
42486,726,73,9.95,0.4055,0.0002,3.1869,त्यानंतर त्यांची पदार्थविज्ञान रसायनशास्त्र आणि गणित विभागांच्या डीनपदी नियुक्ती
42487,813,99,8.21,0.4399,0.0002,3.1869,यात सर्वाधिक चार कॉंग्रेसचे एक शिवसेनेचा दोन राष्ट्रवादी कॉंग्रेस तर प्रहार जनशक
42488,984,124,7.94,0.4747,0.0002,3.2138,पण यहोवाने इस्राएल राष्ट्रासोबत असलेलं आपलं नातं तडकाफडकी मोडून टाकलं नाही या अप
42489,1213,125,9.7,0.4008,0.0002,3.267,म्यानमार डिप्लोमॅटिक अकादमी सुरू करण्यासाठी म्यानमारला पाठबळ देण्याची तयारी देखी
42490,939,115,8.17,0.4775,0.0002,3.1978,दहशतवाद्यांनी केलेल्या स्फोटात तीन सैनिक जखमी झालेत तर एक जवान शहीद झाला आहे तुम
42491,918,91,10.09,0.3996,0.0002,3.267,या चित्रपटाचे दिग्दर्शन त्यांच्या पहिल्या पत्नी सीमा पुरी यांनी केले आहे दीपिक प
42492,1180,147,8.03,0.4759,0.0002,3.2268,‘टी सीरिज’ आणि ‘बी आर स्टुडिओज्’ या दोन बॅनरतर्फे भूषण कुमार किशन कुमार आणि रेणू
42493,858,94,9.13,0.4119,0.0002,3.267,प्रत्येक विद्यार्थ्यांना निवास भोजन जे मोफत पुरविले जाते दरम्यान पोलिसांनी या घट
42494,755,88,8.58,0.4253,0.0002,3.2114,मात्र जिल्ह्यात अद्यापही दुष्काळी उपाययोजना सुरू झालेल्या नाहीत बिहार विधानसभा न
42495,871,108,8.06,0.4435,0.0002,3.1946,जिल्हा प्रशासनातर्फे त्यांना ‘कोरोना योद्धा’ म्हणून गौरविण्यात आले आहे केंद्रीय 
42496,931,123,7.57,0.4836,0.0002,3.267,इरफान सोबत याचित्रपटात पाकिस्तानी अभिनेत्री सबा कामर चित्रपटात मुख्य भूमिकेत झळक
42497,972,99,9.82,0.3796,0.0002,3.2079,आंतरराष्ट्रीय बाजारात देखील सोन्याचा दर वाढल्याने हिंदुस्थानच्या बाजारात देखील त
42498,1764,197,8.95,0.4245,0.0002,3.267,पोलिसांनी या घटनेचं सीसीटीव्ही फुटेज देखील ताब्यात घेतलं आहे पुणे अमृतांजन पुलाज
42499,1131,129,8.77,0.4365,0.0002,3.267,आगामी विधानसभा निवडणूक आपण शिवसेनेकडूनच लढविणार आहे राफेलच्या प्रकरणात काँग्रेसच
42500,1124,148,7.59,0.4845,0.0002,3.267,तक्रार देऊनही पोलिसांकडून कोणतीच कारवाई होताना दिसून न आल्याने त्यांनी वरिष्ठांक
42501,1025,125,8.2,0.4592,0.0002,3.1916,तरीसुद्धा त्यांनी “पूर्ण अंतःकरणाने पूर्ण जिवाने व पूर्ण मनाने ” यहोवाची सेवा के
42502,981,121,8.11,0.4649,0.0002,3.2066,त्यानंतर दोदय अहोही याचा मुलगा एलाजार एलाजार तिघा पराक्रमींपैकी एक होता जेव्हा आ
42503,964,128,7.53,0.4959,0.0002,3.2144,एलिझाबेथ मूरी ह्यांनी आपल्या सुरवातीच्या चित्रांबद्दल दिलेल्या कबुलीने मला आश्चर
42504,964,126,7.65,0.4734,0.0002,3.2095,गली बॉय ऑस्करमधून बाहेर कंगनाची बहिण रंगोलीने उडवली खिल्ली नेटकऱ्यांनी साधला निश
42505,697,77,9.05,0.4483,0.0002,3.267,त्यांच्यापैकी अनेक जणांना “निरक्षर व अज्ञानी ” असल्याचे समजले जाते अमेरिकेचे राष
42506,1022,116,8.81,0.4506,0.0001,3.2007,वैद्यकीय तपासणीसाठी मुलीला दवाखान्यात पाठविण्यात आले यात शेतकयांचे लाखो रुपयांचे
42507,1183,172,6.88,0.5259,0.0002,3.2553,नाहीतर “दप्तरे गाड्यांनी पोचवली जावीत किंवा कंबरेला पट्टा असावा आणि पाठीमागच्या 
42508,744,102,7.29,0.5133,0.0003,3.2076,तीन टेस्ट मॅचच्या या सीरिजमध्ये भारत २०नं पिछाडीवर पडला आहे हे चर्च १५३४ मध्ये प
42509,649,61,10.64,0.4142,0.0002,3.267,तसेच अर्थमंत्री निर्मला सीतारमण यांनाही टोला लगावला आहे यासंदर्भातही सरकारने सतर
42510,711,98,7.26,0.5262,0.0002,3.2944,यावेळी 311 विरुद्ध 80 अशा फरकाने हे बिल लोकसभेत मंजूर झाले बॉलिवूडचा ‘खिलाडी’ अक
42511,792,97,8.16,0.4685,0.0002,3.2071,हे शहर विविध कलाकौशल्यांसाठी नावाजलेले होते या प्रश्‍नाचे उत्तर प्रार्थना करण्या
42512,866,123,7.04,0.4965,0.0002,3.1869,म्हणून परमेश्वरा तू किती चांगला आहेस ते मी लोकांना सांगेन मी रोज तुझी स्तुती करे
42513,1010,137,7.37,0.5093,0.0002,3.2109,फ्लिपकार्टच्या सेलमध्ये रेड मी नोट 4 हा सर्वात जास्त विकला गेलेला स्मार्टफोन आहे
42514,1345,167,8.05,0.4779,0.0002,3.2184,विश्वसनीय संदेश जसा तो शिकविला गेला त्याला दृढ धरून राहावे यासाठी की हितकारक शिक
42515,1259,132,9.54,0.4369,0.0002,3.1869,प्रारंभी गांधी यांच्या प्रतिमेला पुष्पमाला अर्पण करुन अभिवादन करण्यात आले मुख्य 
42516,1397,159,8.79,0.425,0.0002,3.267,त्या‍नुसार सर्वात जास्त सर्च करणयात येणाया सिलेब्रिटीजमध्ये अभिनेत्री सनी लिओनी 
42517,785,96,8.18,0.4554,0.0002,3.2199,बांगलादेशला फिल्डिंगमध्ये खूप प्रॅक्टिस करावी लागणार असल्याची प्रतिक्रिया गावसकर
42518,800,84,9.52,0.3923,0.0002,3.2164,मुंबई भाजप अध्यक्ष अमित शाह यांनी उद्धव ठाकरेंची मातोश्रीवर जाऊन भेट घेतली दरम्य
42519,851,110,7.74,0.4808,0.0002,3.1869,पोलिसांनी या प्रकरणात तपास केल्यानंतर नवी माहिती पुढे आली आकाशवाणीच्या पुणे केंद
42520,815,86,9.48,0.4307,0.0003,3.1869,तुम्ही यहोवाचे साक्षीदार आहात हे तुमच्या जीवनशैलीतून दिसून येतं का पश्चाताप करुन
42521,825,112,7.37,0.5003,0.0002,3.267,ती एक यशस्वी अभिनेत्री तर आहेच पण त्याचबरोबर ती एक गायिका निर्माती सुद्धा आहे ट्
42522,1023,137,7.47,0.493,0.0002,3.1936,नॅशनल कॉन्फ्रन्सचे 15 आणि काँग्रेसचे 12 आमदार आहेत विचार करा लैंगिक आजार आणि मान
42523,883,110,8.03,0.4523,0.0002,3.1869,हा निकाल हिंदूंच्या बाजूने येईल असा विश्वास त्यांनी व्यक्त केला लोकसभेच्या कामका
42524,894,112,7.98,0.4744,0.0002,3.267,तुम्ही गप्प बसावे अशी माझी इच्छा आहे ती तुम्हाला करता येण्याजोगी सर्वात शहाणपणाच
42525,557,56,9.95,0.3873,0.0002,3.194,प्रकाश राज यांचा लोकसभा निवडणुकीसाठी अर्ज दाखल दरम्यान पोलीस घटनास्थळी दाखल झाले
42526,837,107,7.82,0.4742,0.0002,3.2216,गौरी लंकेश या दिवंगत साहित्यकि पी लंकेश यांच्या कन्या होत्या दरदिवशी आपल्या सीमे
42527,769,92,8.36,0.4754,0.0002,3.209,’असे प्रतिपादन केंद्र्रीय मनुष्यबळ विकासमंत्री डॉ रमेश पोखरियाल निशंक यांनी केले
42528,987,119,8.29,0.4579,0.0002,3.1869,देशाच्या संघराज्य प्रधान रचनेत आणि वैधानिक चौकटीत राज्यपालांची भूमिका महत्त्वाची
42529,803,111,7.23,0.4963,0.0002,3.2396,लोकांना सरकारला प्रश्न विचारण्याची मुभा का नाही केरळमध्ये तीन जणांना या व्हायरसच
42530,719,83,8.66,0.4365,0.0002,3.267,अक्षय तृतीयेच्या दिवशी भगवान विष्णु आणि देवी लक्ष्मीची पूजा करणे शुभ मानले जाते 
42531,1096,147,7.46,0.4796,0.0001,3.267,काळजीत पडलेल्या आपल्या आईवडिलांना येशू म्हणाला “माझ्या पित्याच्या घरात मी असावे 
42532,1116,139,8.03,0.471,0.0002,3.1869,तशाच प्रकारे पती पत्नी एकमेकांना एकनिष्ठ असतात तेव्हा एकमेकांच्या सान्‍निध्यात स
42533,838,114,7.35,0.491,0.0002,3.267,मात्र त्यानंतर सरकारने मनसेविरुद्ध कोणतीही कारवाई केली नाही खरतर पहिल्यांदाच अनि
42534,1024,128,8.0,0.4527,0.0001,3.2405,तीही तोच विचार करत होती असं तिने उत्तर दिलं ” या समितीचे प्रमुख केंद्रीय कृषीमंत
42535,743,93,7.99,0.4652,0.0002,3.2025,स्वराजांच्या निधनामुळे राजकीय वर्तुळात शोककळा पसरली आहे याशिवाय कुठल्याही राज्या
42536,1416,166,8.53,0.4349,0.0002,3.1873,भारतरत्न सचिन तेंडुलकरलता मंगेशकर बॅडमिंटनपटू सायना नेहवाल अभिनेते अक्षय कुमार अ
42537,977,123,7.94,0.4549,0.0002,3.2389,या आगीत लाखो रूपयांचे नुकसान झाले आहे निनवेकरांनी जसे केले तसेच दुष्टांनी पश्‍चा
42538,868,100,8.68,0.4484,0.0002,3.267,मनसेनेही मागील वेळी एक लाख मतं घेतली होती रोनाल्ड रॉस यांचे शिक्षण इंग्लंडमध्ये 
